ligand_id,smiles,canonical_smiles,chembl_id,group,source,activity_type,relation,value_nM,p_activity,heavy_atoms,mw,num_rot_bonds,murcko_scaffold,vina_affinity,vina_affinity_2,n_poses,seconds,hit_7,pred_pIC50,pred_pose,pred_pIC50_var
DEC0045,Cc1c2c(n(n1)c3ccccc3)N=C4C(=Nc5ccccc5N4[C@H]2c6ccc(cc6)C(C)C)Nc7ccc(cc7)NC(=O)C,CC(=O)Nc1ccc(NC2=Nc3ccccc3N3C2=Nc2c(c(C)nn2-c2ccccc2)[C@@H]3c2ccc(C(C)C)cc2)cc1,,decoy,DUD-E decoys_final,,,,,44,579.71,5,c1ccc(NC2=Nc3ccccc3N3C2=Nc2c(cnn2-c2ccccc2)[C@@H]3c2ccccc2)cc1,-10.921,-10.649,5,111.3,True,,,
DEC0046,CC1=C([C@H](N2C(=CSC2=N1)/C=C(/NCc3ccc(cc3)F)\[O-])c4ccccc4OC)C(=O)OCCOC,COCCOC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])NCc3ccc(F)cc3)N2[C@@H]1c1ccccc1OC,,decoy,DUD-E decoys_final,,,,,37,524.59,10,C1=C[C@@H](c2ccccc2)N2C(/C=C/NCc3ccccc3)=CSC2=N1,-8.067,-7.949,5,141.5,True,,,
DEC0047,c1ccc(cc1)/C=C/C(=O)N2CCN(CC2)c3ccc(cc3Cl)NC(=S)NC(=O)c4cccc(c4)F,O=C(NC(=S)Nc1ccc(N2CCN(C(=O)/C=C/c3ccccc3)CC2)c(Cl)c1)c1cccc(F)c1,,decoy,DUD-E decoys_final,,,,,36,523.03,5,O=C(NC(=S)Nc1ccc(N2CCN(C(=O)/C=C/c3ccccc3)CC2)cc1)c1ccccc1,-8.993,-8.842,5,68.5,True,,,
DEC0048,CC(C)CCNC(=O)CN(c1ccc(c(c1)Cl)F)C(=O)Cn2nc(nn2)c3ccc(c(c3)OC)OC,COc1ccc(-c2nnn(CC(=O)N(CC(=O)NCCC(C)C)c3ccc(F)c(Cl)c3)n2)cc1OC,,decoy,DUD-E decoys_final,,,,,36,518.98,11,O=C(Cn1nnc(-c2ccccc2)n1)Nc1ccccc1,-7.647,-7.631,5,143.7,True,,,
DEC0049,Cc1cc(nc(n1)N/C(=N/C(=S)Nc2ccc(cc2)C(F)(F)F)/NCCc3ccc(cc3)Cl)C,Cc1cc(C)nc(N/C(=N/C(=S)Nc2ccc(C(F)(F)F)cc2)NCCc2ccc(Cl)cc2)n1,,decoy,DUD-E decoys_final,,,,,34,506.99,5,S=C(/N=C(\NCCc1ccccc1)Nc1ncccn1)Nc1ccccc1,-8.115,-8.077,5,94.4,True,,,
DEC0050,CCOC(=O)c1c(csc1/N=C/c2c3c(cc(c2[O-])[N+](=O)[O-])oc4c3CCCC4)c5ccc(cc5C)C,CCOC(=O)c1c(-c2ccc(C)cc2C)csc1/N=C/c1c([O-])c([N+](=O)[O-])cc2oc3c(c12)CCCC3,,decoy,DUD-E decoys_final,,,,,37,517.58,6,C(=N\c1cc(-c2ccccc2)cs1)/c1cccc2oc3c(c12)CCCC3,-8.978,-8.894,5,73.6,True,,,
DEC0051,CCCCCCOc1ccc(cc1)c2c(cn(n2)c3ccccc3)/C=C/4\C(=O)N(C(=S)S4)CCOC,CCCCCCOc1ccc(-c2nn(-c3ccccc3)cc2/C=C2/SC(=S)N(CCOC)C2=O)cc1,,decoy,DUD-E decoys_final,,,,,36,521.71,12,O=C1NC(=S)S/C1=C/c1cn(-c2ccccc2)nc1-c1ccccc1,-7.43,-7.346,5,137.1,True,,,
DEC0052,CC(C)Cn1c(c(c(=O)[nH]c1=O)N(CCOC)C(=O)CSc2nc3ccc(cc3s2)[N+](=O)[O-])N,COCCN(C(=O)CSc1nc2ccc([N+](=O)[O-])cc2s1)c1c(N)n(CC(C)C)c(=O)[nH]c1=O,,decoy,DUD-E decoys_final,,,,,34,508.58,10,O=C(CSc1nc2ccccc2s1)Nc1c[nH]c(=O)[nH]c1=O,-7.156,-7.08,5,120.1,True,,,
DEC0053,CCOc1ccc(c(c1)[C@@H]2C(=C(NC(=O)N2)CSc3nnnn3c4ccccc4)C(=O)OCC)OCC,CCOC(=O)C1=C(CSc2nnnn2-c2ccccc2)NC(=O)N[C@@H]1c1cc(OCC)ccc1OCC,,decoy,DUD-E decoys_final,,,,,37,524.6,11,O=C1NC(CSc2nnnn2-c2ccccc2)=C[C@@H](c2ccccc2)N1,-8.087,-7.952,5,147.5,True,,,
DEC0054,CCOC(=O)c1c(c(sc1NC(=O)COC(=O)c2ccc3c(c2)nc4n(c3=O)CCC4)C)c5ccc(cc5)C,CCOC(=O)c1c(NC(=O)COC(=O)c2ccc3c(=O)n4c(nc3c2)CCC4)sc(C)c1-c1ccc(C)cc1,,decoy,DUD-E decoys_final,,,,,39,545.62,7,O=C(COC(=O)c1ccc2c(=O)n3c(nc2c1)CCC3)Nc1cc(-c2ccccc2)cs1,-9.5,-9.419,5,147.1,True,,,
DEC0055,Cc1ccc(cc1)c2cc(c3ccccc3n2)c4nnc5n4N=C([C@H](S5)CC(=O)[O-])c6ccccc6,Cc1ccc(-c2cc(-c3nnc4n3N=C(c3ccccc3)[C@@H](CC(=O)[O-])S4)c3ccccc3n2)cc1,,decoy,DUD-E decoys_final,,,,,36,490.57,5,c1ccc(C2=Nn3c(nnc3-c3cc(-c4ccccc4)nc4ccccc34)SC2)cc1,-10.312,-9.936,5,66.3,True,,,
DEC0056,CCOC(=O)[C@H]1[C@H](SC(=C1C)C(=O)OCC)NC(=O)CSc2nnc3n2c4c(c(n3)[O-])CCCC4,CCOC(=O)C1=C(C)[C@@H](C(=O)OCC)[C@@H](NC(=O)CSc2nnc3nc([O-])c4c(n23)CCCC4)S1,,decoy,DUD-E decoys_final,,,,,35,520.61,8,O=C(CSc1nnc2ncc3c(n12)CCCC3)N[C@@H]1CC=CS1,-7.751,-7.678,5,115.7,True,,,
DEC0057,CCCC[NH+](CCCC)CCCNc1c(nc(o1)c2ccc(cc2)OCc3ccccc3Cl)C#N,CCCC[NH+](CCCC)CCCNc1oc(-c2ccc(OCc3ccccc3Cl)cc2)nc1C#N,,decoy,DUD-E decoys_final,,,,,35,496.08,15,c1ccc(COc2ccc(-c3ncco3)cc2)cc1,-7.071,-6.896,5,153.5,True,,,
DEC0058,Cc1c(cccc1Cl)S(=O)(=O)N[C@@H](C)c2ccc(cc2)C(C)C,Cc1c(Cl)cccc1S(=O)(=O)N[C@@H](C)c1ccc(C(C)C)cc1,,decoy,DUD-E decoys_final,,,,,23,351.9,5,O=S(=O)(NCc1ccccc1)c1ccccc1,-7.541,-7.432,5,27.4,True,,,
DEC0059,C[C@@H]1CCCCN1c2c(c(ncn2)NNC(=O)COc3ccc(cc3Cl)Cl)N,C[C@@H]1CCCCN1c1ncnc(NNC(=O)COc2ccc(Cl)cc2Cl)c1N,,decoy,DUD-E decoys_final,,,,,28,425.32,6,O=C(COc1ccccc1)NNc1cc(N2CCCCC2)ncn1,-7.976,-7.969,5,58.3,True,,,
DEC0060,COc1ccc(cc1)NC(=O)CS[C@H]2NN[C@@H](N2N)[C@@H]3C=C(N=N3)c4ccc(cc4)Cl,COc1ccc(NC(=O)CS[C@H]2NN[C@H]([C@@H]3C=C(c4ccc(Cl)cc4)N=N3)N2N)cc1,,decoy,DUD-E decoys_final,,,,,31,459.96,7,O=C(CS[C@H]1NN[C@H]([C@@H]2C=C(c3ccccc3)N=N2)N1)Nc1ccccc1,-9.385,-8.997,5,91.2,True,,,
DEC0061,CC[NH+](CC)CCC[C@H](C)NC(=O)c1csc(n1)CN(CCOC)C(=O)Nc2ccc(cc2)Cl,CC[NH+](CC)CCC[C@H](C)NC(=O)c1csc(CN(CCOC)C(=O)Nc2ccc(Cl)cc2)n1,,decoy,DUD-E decoys_final,,,,,34,511.11,14,O=C(NCc1nccs1)Nc1ccccc1,-6.985,-6.724,5,153.0,False,,,
DEC0062,c1cc(ccc1[C@@H]2c3cc(ccc3CCN2C(=O)C4CC4)OCc5ccc(o5)C(=O)NCC[NH+]6CCCC6)F,O=C(NCC[NH+]1CCCC1)c1ccc(COc2ccc3c(c2)[C@@H](c2ccc(F)cc2)N(C(=O)C2CC2)CC3)o1,,decoy,DUD-E decoys_final,,,,,39,532.64,9,O=C(NCC[NH+]1CCCC1)c1ccc(COc2ccc3c(c2)[C@@H](c2ccccc2)N(C(=O)C2CC2)CC3)o1,-9.195,-9.026,5,162.4,True,,,
DEC0063,CC1=C([C@@H](n2c(=O)/c(=C/C=C/c3ccccc3)/sc2=N1)c4ccc(cc4)OC(=O)c5ccco5)C(=O)OCC=C,C=CCOC(=O)C1=C(C)N=c2s/c(=C\C=C\c3ccccc3)c(=O)n2[C@H]1c1ccc(OC(=O)c2ccco2)cc1,,decoy,DUD-E decoys_final,,,,,40,552.61,8,O=C(Oc1ccc([C@H]2C=CN=c3s/c(=C\C=C\c4ccccc4)c(=O)n32)cc1)c1ccco1,-8.913,-8.674,5,115.9,True,,,
DEC0064,CC(C)Cn1c(=O)c2c(csc2nc1SCC(=O)Nc3ccc(cc3)C(=O)[O-])c4cccs4,CC(C)Cn1c(SCC(=O)Nc2ccc(C(=O)[O-])cc2)nc2scc(-c3cccs3)c2c1=O,,decoy,DUD-E decoys_final,,,,,33,498.63,8,O=C(CSc1nc2scc(-c3cccs3)c2c(=O)[nH]1)Nc1ccccc1,-7.957,-7.926,5,77.5,True,,,
DEC0065,CC[C@@H](C)c1ccc(cc1)C(=O)c2ccc(cc2)N3CCCC3,CC[C@@H](C)c1ccc(C(=O)c2ccc(N3CCCC3)cc2)cc1,,decoy,DUD-E decoys_final,,,,,23,307.44,5,O=C(c1ccccc1)c1ccc(N2CCCC2)cc1,-7.45,-7.441,5,24.9,True,,,
DEC0066,Cc1ccc(cc1)c2nc(c(o2)C)CS[C@@H]3N=NC(=O)[C@@H]4N3N[C@@H](C4)c5cccs5,Cc1ccc(-c2nc(CS[C@@H]3N=NC(=O)[C@H]4C[C@@H](c5cccs5)NN43)c(C)o2)cc1,,decoy,DUD-E decoys_final,,,,,30,439.57,5,O=C1N=N[C@@H](SCc2coc(-c3ccccc3)n2)N2N[C@H](c3cccs3)C[C@H]12,-9.6,-9.32,5,50.7,True,,,
DEC0067,Cc1ccc(cc1)[C@@H]2[C@@H](C(=NC(=C2C#N)SCC(=O)Nc3ccc(cc3)F)[O-])C(=O)OC,COC(=O)[C@@H]1C([O-])=NC(SCC(=O)Nc2ccc(F)cc2)=C(C#N)[C@@H]1c1ccc(C)cc1,,decoy,DUD-E decoys_final,,,,,32,452.49,6,O=C(CSC1=C[C@H](c2ccccc2)CC=N1)Nc1ccccc1,-8.974,-8.534,5,72.7,True,,,
DEC0068,CC/C=C\CC1=C(C(CC1)(n2ccc3c2cccc3)n4ccc5c4cccc5)C,CC/C=C\CC1=C(C)C(n2ccc3ccccc32)(n2ccc3ccccc32)CC1,,decoy,DUD-E decoys_final,,,,,29,380.54,5,C1=CC(n2ccc3ccccc32)(n2ccc3ccccc32)CC1,-8.53,-8.375,5,51.1,True,,,
DEC0069,CN(C)c1ccc(cc1)[C@@H](CNC(=O)C(=O)NCCC2=CCCCC2)N3CCN(CC3)c4ccccc4,CN(C)c1ccc([C@@H](CNC(=O)C(=O)NCCC2=CCCCC2)N2CCN(c3ccccc3)CC2)cc1,,decoy,DUD-E decoys_final,,,,,37,503.69,9,O=C(NCCC1=CCCCC1)C(=O)NC[C@H](c1ccccc1)N1CCN(c2ccccc2)CC1,-9.035,-8.987,5,136.7,True,,,
DEC0070,CCCCOc1ccc(cc1OC)[C@H]2C(=C(C(=O)N2Cc3ccco3)[O-])C(=O)c4ccc(cc4)Cl,CCCCOc1ccc([C@H]2C(C(=O)c3ccc(Cl)cc3)=C([O-])C(=O)N2Cc2ccco2)cc1OC,,decoy,DUD-E decoys_final,,,,,35,494.95,10,O=C(C1=CC(=O)N(Cc2ccco2)[C@H]1c1ccccc1)c1ccccc1,-8.571,-8.105,5,107.7,True,,,
DEC0071,CCCCOc1ccc(cc1OC)/C=C/C(=O)Nc2cc(ccc2C)C(=O)NCC(F)(F)F,CCCCOc1ccc(/C=C/C(=O)Nc2cc(C(=O)NCC(F)(F)F)ccc2C)cc1OC,,decoy,DUD-E decoys_final,,,,,33,464.48,10,O=C(/C=C/c1ccccc1)Nc1ccccc1,-7.531,-7.495,5,85.5,True,,,
DEC0072,COc1ccc(cc1)/C=C/C2=N/C(=C\c3ccc(c(c3)OC)OC)/C(=O)N2c4ccc(cc4)C(=O)[O-],COc1ccc(/C=C/C2=NC(=C\c3ccc(OC)c(OC)c3)/C(=O)N2c2ccc(C(=O)[O-])cc2)cc1,,decoy,DUD-E decoys_final,,,,,36,483.5,8,O=C1/C(=C/c2ccccc2)N=C(/C=C/c2ccccc2)N1c1ccccc1,-9.286,-9.015,5,70.0,True,,,
DEC0073,CCCCC1CCC(CC1)C(=O)Nc2nnc(s2)SCC(=O)Nc3ccccc3OCC,CCCCC1CCC(C(=O)Nc2nnc(SCC(=O)Nc3ccccc3OCC)s2)CC1,,decoy,DUD-E decoys_final,,,,,32,476.67,11,O=C(CSc1nnc(NC(=O)C2CCCCC2)s1)Nc1ccccc1,-8.275,-8.263,5,103.1,True,,,
DEC0074,CCCOc1ccc(cc1)C(=O)C2=C(C(=O)N([C@H]2c3ccc(cc3)F)c4nnc(s4)SCC)[O-],CCCOc1ccc(C(=O)C2=C([O-])C(=O)N(c3nnc(SCC)s3)[C@H]2c2ccc(F)cc2)cc1,,decoy,DUD-E decoys_final,,,,,34,498.58,9,O=C(C1=CC(=O)N(c2nncs2)[C@H]1c1ccccc1)c1ccccc1,-8.218,-8.15,5,83.4,True,,,
DEC0075,Cc1cc(cc(c1)n2c(=O)c3ccccc3nc2SCC(=O)Nc4cc(ccc4C(=O)[O-])F)C,Cc1cc(C)cc(-n2c(SCC(=O)Nc3cc(F)ccc3C(=O)[O-])nc3ccccc3c2=O)c1,,decoy,DUD-E decoys_final,,,,,34,476.51,6,O=C(CSc1nc2ccccc2c(=O)n1-c1ccccc1)Nc1ccccc1,-9.44,-9.287,5,79.5,True,,,
DEC0076,Cc1ccc(cc1NC(=O)CSc2nnc(n2[C@@H]3CCCC[C@@H]3C)c4ccc(cc4)OC)C(=O)[O-],COc1ccc(-c2nnc(SCC(=O)Nc3cc(C(=O)[O-])ccc3C)n2[C@@H]2CCCC[C@@H]2C)cc1,,decoy,DUD-E decoys_final,,,,,35,493.61,8,O=C(CSc1nnc(-c2ccccc2)n1C1CCCCC1)Nc1ccccc1,-9.494,-9.351,5,107.9,True,,,
DEC0077,Cc1c(cccc1Cl)n2ccnc2SCC(=O)Nc3c(c4c(s3)CCC4)C(=O)N,Cc1c(Cl)cccc1-n1ccnc1SCC(=O)Nc1sc2c(c1C(N)=O)CCC2,,decoy,DUD-E decoys_final,,,,,29,446.99,6,O=C(CSc1nccn1-c1ccccc1)Nc1cc2c(s1)CCC2,-8.028,-8.0,5,62.8,True,,,
DEC0078,CCOc1cc(cc(c1OCc2ccccc2Cl)Cl)C[NH2+]CCNc3ccc(cc3)[N+](=O)[O-],CCOc1cc(C[NH2+]CCNc2ccc([N+](=O)[O-])cc2)cc(Cl)c1OCc1ccccc1Cl,,decoy,DUD-E decoys_final,,,,,33,491.4,12,c1ccc(COc2ccc(C[NH2+]CCNc3ccccc3)cc2)cc1,-7.862,-7.796,5,136.9,True,,,
DEC0079,Cc1cccc(c1C)NC(=S)NNC(=O)c2cc3n(n2)[C@@H](C[C@H](N3)c4ccc(c(c4)C)C)C(F)(F)F,Cc1ccc([C@@H]2C[C@@H](C(F)(F)F)n3nc(C(=O)NNC(=S)Nc4cccc(C)c4C)cc3N2)cc1C,,decoy,DUD-E decoys_final,,,,,36,516.59,3,O=C(NNC(=S)Nc1ccccc1)c1cc2n(n1)CC[C@@H](c1ccccc1)N2,-9.343,-9.285,5,93.7,True,,,
DEC0080,CCCn1c(=O)c2ccccc2c(n1)C(=O)NNC(=S)Nc3cc(ccc3Cl)C(F)(F)F,CCCn1nc(C(=O)NNC(=S)Nc2cc(C(F)(F)F)ccc2Cl)c2ccccc2c1=O,,decoy,DUD-E decoys_final,,,,,32,483.9,4,O=C(NNC(=S)Nc1ccccc1)c1n[nH]c(=O)c2ccccc12,-8.724,-8.433,5,80.7,True,,,
DEC0081,c1cc(cc(c1)F)c2c3nc(c4ccc(cc4n3nn2)C(=O)NCCc5ccc(cc5)Cl)[O-],O=C(NCCc1ccc(Cl)cc1)c1ccc2c([O-])nc3c(-c4cccc(F)c4)nnn3c2c1,,decoy,DUD-E decoys_final,,,,,33,460.88,5,O=C(NCCc1ccccc1)c1ccc2cnc3c(-c4ccccc4)nnn3c2c1,-10.519,-10.518,5,64.8,True,,,
DEC0082,Cc1c(c(n(n1)COc2ccc(cc2Cl)Cl)C)NC(=O)[C@H]3CCCC[C@H]3C(=O)[O-],Cc1nn(COc2ccc(Cl)cc2Cl)c(C)c1NC(=O)[C@H]1CCCC[C@H]1C(=O)[O-],,decoy,DUD-E decoys_final,,,,,29,439.32,6,O=C(Nc1cnn(COc2ccccc2)c1)C1CCCCC1,-8.389,-8.372,5,57.8,True,,,
DEC0083,COCCS(=O)(=O)[N-]c1cc(ccc1N)F,COCCS(=O)(=O)[N-]c1cc(F)ccc1N,,decoy,DUD-E decoys_final,,,,,16,247.27,5,c1ccccc1,-5.556,-5.082,5,21.3,False,,,
DEC0084,COc1ccc(cc1OC)NC(=O)CSc2ccccc2C(=O)NCCCOc3ccccc3F,COc1ccc(NC(=O)CSc2ccccc2C(=O)NCCCOc2ccccc2F)cc1OC,,decoy,DUD-E decoys_final,,,,,35,498.58,12,O=C(CSc1ccccc1C(=O)NCCCOc1ccccc1)Nc1ccccc1,-7.94,-7.925,5,173.2,True,,,
DEC0085,CCCOCCN1C(=O)[C@H]2[C@@H](N[C@@]([C@@H]2C1=O)(Cc3ccc(cc3)[N+](=O)[O-])C(=O)[O-])c4ccccc4OC,CCCOCCN1C(=O)[C@@H]2[C@@H](C1=O)[C@](Cc1ccc([N+](=O)[O-])cc1)(C(=O)[O-])N[C@H]2c1ccccc1OC,,decoy,DUD-E decoys_final,,,,,37,510.52,11,O=C1NC(=O)[C@H]2C(Cc3ccccc3)N[C@@H](c3ccccc3)[C@H]12,-8.013,-7.941,5,151.0,True,,,
DEC0086,CCOc1ccc2cc(c(nc2c1)Cl)[C@@H]3C=C(NN3C(=O)CCC(=O)[O-])c4ccccc4,CCOc1ccc2cc([C@@H]3C=C(c4ccccc4)NN3C(=O)CCC(=O)[O-])c(Cl)nc2c1,,decoy,DUD-E decoys_final,,,,,32,450.9,7,C1=C(c2ccccc2)NN[C@@H]1c1cnc2ccccc2c1,-8.725,-8.707,5,67.9,True,,,
DEC0087,Cc1cc(ccc1NC2CC(C2)c3cccc(c3)F)Br,Cc1cc(Br)ccc1NC1CC(c2cccc(F)c2)C1,,decoy,DUD-E decoys_final,,,,,20,334.23,3,c1ccc(NC2CC(c3ccccc3)C2)cc1,-7.27,-7.24,5,19.0,True,,,
DEC0088,CCc1c(sc2c1c(=O)n(c(n2)N3CC[NH+](CC3)CC(=O)N)CC(=O)Nc4cccc5c4cccc5)C,CCc1c(C)sc2nc(N3CC[NH+](CC(N)=O)CC3)n(CC(=O)Nc3cccc4ccccc34)c(=O)c12,,decoy,DUD-E decoys_final,,,,,37,519.65,7,O=C(Cn1c(N2CC[NH2+]CC2)nc2sccc2c1=O)Nc1cccc2ccccc12,-9.869,-9.691,5,116.6,True,,,
DEC0089,c1cc(c(cc1n2c(cc(n2)c3cc(c(cc3Cl)Cl)F)C(=O)[O-])Cl)F,O=C([O-])c1cc(-c2cc(F)c(Cl)cc2Cl)nn1-c1ccc(F)c(Cl)c1,,decoy,DUD-E decoys_final,,,,,25,402.59,3,c1ccc(-c2ccn(-c3ccccc3)n2)cc1,-8.111,-7.955,5,21.7,True,,,
DEC0090,CCCCOC(=O)C1=C(Nc2nc(nn2[C@H]1c3ccccc3OCc4ccccc4)SCCCC)C,CCCCOC(=O)C1=C(C)Nc2nc(SCCCC)nn2[C@H]1c1ccccc1OCc1ccccc1,,decoy,DUD-E decoys_final,,,,,36,506.67,12,C1=C[C@H](c2ccccc2OCc2ccccc2)n2ncnc2N1,-7.985,-7.697,5,152.6,True,,,
DEC0091,CCOc1ccc(cc1OCC)[C@H]2C(=C(C(=O)N2CCOCCO)[O-])C(=O)c3ccc(cc3)OCC(C)C,CCOc1ccc([C@H]2C(C(=O)c3ccc(OCC(C)C)cc3)=C([O-])C(=O)N2CCOCCO)cc1OCC,,decoy,DUD-E decoys_final,,,,,38,526.61,15,O=C1C=C(C(=O)c2ccccc2)[C@H](c2ccccc2)N1,-7.352,-7.275,5,193.7,True,,,
DEC0092,c1cc(cc(c1)OCCNC(=O)CCc2[nH]c(=O)c3c4c(sc3n2)CCCCC4)C(F)(F)F,O=C(CCc1nc2sc3c(c2c(=O)[nH]1)CCCCC3)NCCOc1cccc(C(F)(F)F)c1,,decoy,DUD-E decoys_final,,,,,33,479.52,7,O=C(CCc1nc2sc3c(c2c(=O)[nH]1)CCCCC3)NCCOc1ccccc1,-6.683,-6.678,5,215.1,False,,,
DEC0093,COCCOc1cc(c(cc1OC)C(=O)[O-])NC(=O)/C=C/c2ccc(c(c2)OC)OC(F)F,COCCOc1cc(NC(=O)/C=C/c2ccc(OC(F)F)c(OC)c2)c(C(=O)[O-])cc1OC,,decoy,DUD-E decoys_final,,,,,33,466.41,12,O=C(/C=C/c1ccccc1)Nc1ccccc1,-6.691,-6.683,5,101.5,False,,,
DEC0094,CCOc1ccc(c(c1)OCC)/C=C\2/C(=C(/C(=N/c3ccc(cc3)Br)/S2)C(=O)OCC)[O-],CCOC(=O)C1=C([O-])C(=C/c2ccc(OCC)cc2OCC)/S/C1=N\c1ccc(Br)cc1,,decoy,DUD-E decoys_final,,,,,32,517.42,8,C1=CC(=N/c2ccccc2)/S/C1=C\c1ccccc1,-8.104,-8.049,5,74.5,True,,,
DEC0095,c1ccc2c(c1)N(C[C@@H](O2)C(=O)N3CCCCC3)CC(=O)N[C@@H](c4ccc(cc4)F)c5cccs5,O=C(CN1C[C@H](C(=O)N2CCCCC2)Oc2ccccc21)N[C@@H](c1ccc(F)cc1)c1cccs1,,decoy,DUD-E decoys_final,,,,,35,493.6,6,O=C(CN1C[C@H](C(=O)N2CCCCC2)Oc2ccccc21)N[C@@H](c1ccccc1)c1cccs1,-10.101,-9.995,5,95.9,True,,,
DEC0096,Cc1cc(ccc1NC(=O)[C@H]2CC(=O)Nc3c2c(=O)[nH]c(n3)N4CCC(CC4)C(=O)N)[N+](=O)[O-],Cc1cc([N+](=O)[O-])ccc1NC(=O)[C@H]1CC(=O)Nc2nc(N3CCC(C(N)=O)CC3)[nH]c(=O)c21,,decoy,DUD-E decoys_final,,,,,34,469.46,5,O=C1C[C@H](C(=O)Nc2ccccc2)c2c(nc(N3CCCCC3)[nH]c2=O)N1,-8.754,-8.606,5,64.0,True,,,
DEC0097,COc1ccccc1NC(=O)CCSc2nc([nH]n2)N/N=C/c3ccc(o3)OCc4ccc(cc4)F,COc1ccccc1NC(=O)CCSc1n[nH]c(N/N=C/c2ccc(OCc3ccc(F)cc3)o2)n1,,decoy,DUD-E decoys_final,,,,,36,510.55,12,O=C(CCSc1n[nH]c(N/N=C/c2ccc(OCc3ccccc3)o2)n1)Nc1ccccc1,-8.832,-8.539,5,186.8,True,,,
DEC0098,COc1cc(cc(c1OC)OC)c2nnc(n2N)SCC(=O)Nc3ccc(cc3)S(=O)(=O)N,COc1cc(-c2nnc(SCC(=O)Nc3ccc(S(N)(=O)=O)cc3)n2N)cc(OC)c1OC,,decoy,DUD-E decoys_final,,,,,33,494.56,9,O=C(CSc1nnc(-c2ccccc2)[nH]1)Nc1ccccc1,-7.399,-7.358,5,123.2,True,,,
DEC0099,CCC(=O)Nc1nc2ccc(cc2s1)NC(=S)NC(=O)c3cccc4c3cccc4Br,CCC(=O)Nc1nc2ccc(NC(=S)NC(=O)c3cccc4c(Br)cccc34)cc2s1,,decoy,DUD-E decoys_final,,,,,31,513.44,4,O=C(NC(=S)Nc1ccc2ncsc2c1)c1cccc2ccccc12,-9.692,-9.369,5,51.6,True,,,
DEC0100,CCN(CC)c1ccc(cc1)[C@@H]2CC(=Nc3ccccc3N2)C(=O)c4c(cc(oc4=O)C)[O-],CCN(CC)c1ccc([C@@H]2CC(C(=O)c3c([O-])cc(C)oc3=O)=Nc3ccccc3N2)cc1,,decoy,DUD-E decoys_final,,,,,33,444.51,6,O=C(C1=Nc2ccccc2N[C@H](c2ccccc2)C1)c1cccoc1=O,-7.53,-7.229,5,204.9,True,,,
DEC0101,Cc1ccc(cc1)NC(=O)Cc2nc(cs2)CN3CC[NH+](CC3)CC(=O)Nc4ccccc4Cl,Cc1ccc(NC(=O)Cc2nc(CN3CC[NH+](CC(=O)Nc4ccccc4Cl)CC3)cs2)cc1,,decoy,DUD-E decoys_final,,,,,34,499.06,8,O=C(Cc1nc(CN2CC[NH+](CC(=O)Nc3ccccc3)CC2)cs1)Nc1ccccc1,-8.464,-8.361,5,110.3,True,,,
DEC0102,CC(C)(C)c1ccc(cc1)c2nc3ccccc3c(=O)n2NC(=O)/C(=C/c4ccc(cc4)OC)/C#N,COc1ccc(/C=C(\C#N)C(=O)Nn2c(-c3ccc(C(C)(C)C)cc3)nc3ccccc3c2=O)cc1,,decoy,DUD-E decoys_final,,,,,36,478.55,5,O=C(/C=C/c1ccccc1)Nn1c(-c2ccccc2)nc2ccccc2c1=O,-9.504,-8.802,5,79.3,True,,,
DEC0103,Cc1ccc(cc1)C2=NN=C3[C@@H]2C(=CC(=N3)c4cc(ccc4F)Br)C(=O)[O-],Cc1ccc(C2=NN=C3N=C(c4cc(Br)ccc4F)C=C(C(=O)[O-])[C@@H]32)cc1,,decoy,DUD-E decoys_final,,,,,27,425.24,3,C1=C[C@H]2C(=NN=C2c2ccccc2)N=C1c1ccccc1,-8.89,-8.331,5,30.0,True,,,
DEC0104,CCc1ccccc1[n+]2c(c3c(n[nH]c3nc2SCC(=O)Nc4cc(c(cc4OC)OC)Cl)C)N,CCc1ccccc1-[n+]1c(SCC(=O)Nc2cc(Cl)c(OC)cc2OC)nc2[nH]nc(C)c2c1N,,decoy,DUD-E decoys_final,,,,,35,514.03,8,O=C(CSc1nc2[nH]ncc2c[n+]1-c1ccccc1)Nc1ccccc1,-8.645,-8.592,5,106.6,True,,,
DEC0105,Cc1cc(c(n1CCc2cccs2)C)C(=O)COC(=O)c3c(c(c(c(n3)Cl)Cl)N)Cl,Cc1cc(C(=O)COC(=O)c2nc(Cl)c(Cl)c(N)c2Cl)c(C)n1CCc1cccs1,,decoy,DUD-E decoys_final,,,,,30,486.81,7,O=C(COC(=O)c1ccccn1)c1ccn(CCc2cccs2)c1,-7.373,-7.334,5,81.5,True,,,
DEC0106,C[C@@H]1c2c(sc(n2)Nc3cc(ccc3OC)OC)C[C@]4([C@H]1[C@H]([C@@H](CC4)[C@H](C)C(=O)N5CC[NH+](CC5)C)O)C,COc1ccc(OC)c(Nc2nc3c(s2)C[C@]2(C)CC[C@@H]([C@H](C)C(=O)N4CC[NH+](C)CC4)[C@H](O)[C@H]2[C@@H]3C)c1,,decoy,DUD-E decoys_final,,,,,38,543.75,6,O=C(C[C@@H]1CCC2Cc3sc(Nc4ccccc4)nc3C[C@@H]2C1)N1CC[NH2+]CC1,-8.717,-8.492,5,87.8,True,,,
